Date,GOL,CVC,WEG,MGLU,TOTVS,IBOV
2015-01-02,14.989999771118164,11.164607048034668,4.988704681396484,2.0580737590789795,10.155535697937012,47.2599983215332
2015-01-05,14.850000381469727,11.01770305633545,5.0227179527282715,2.096750020980835,9.84349250793457,46.31999969482422
2015-01-06,15.210000038146973,10.870802879333496,4.948212146759033,2.0691239833831787,9.227920532226562,46.58000183105469
2015-01-07,14.550000190734863,10.77531623840332,4.8915205001831055,2.1381871700286865,9.162672996520996,48.150001525878906
2015-01-08,14.270000457763672,10.393365859985352,4.974127769470215,2.121612310409546,9.375432014465332,48.5099983215332
2015-01-09,14.050000190734863,10.283191680908203,4.951451301574707,2.049786329269409,9.278982162475586,47.529998779296875
2015-01-12,14.25,9.879209518432617,4.923916339874268,2.071887254714966,9.84349250793457,46.83000183105469
2015-01-13,13.6899995803833,10.202393531799316,4.941731929779053,2.049786329269409,9.503084182739258,46.63999938964844
2015-01-14,13.779999732971191,10.114253044128418,5.02109956741333,2.016636848449707,9.432162284851074,46.47999954223633
2015-01-15,14.050000190734863,10.283191680908203,5.02109956741333,2.032879590988159,9.24777603149414,47.0
2015-01-16,14.329999923706055,10.40805721282959,5.02109956741333,2.049633741378784,9.928595542907715,47.599998474121094
2015-01-19,13.579999923706055,10.540270805358887,5.047013282775879,2.0384650230407715,9.157003402709961,46.310001373291016
2015-01-20,13.069999694824219,10.283191680908203,5.110183238983154,1.9546912908554077,9.41797924041748,46.52000045776367
2015-01-21,12.9399995803833,10.356643676757812,5.055112361907959,1.9686542749404907,9.928595542907715,47.810001373291016
2015-01-22,13.510000228881836,10.496199607849121,5.097225189208984,1.9602766036987305,9.920082092285156,48.119998931884766
2015-01-23,13.25,10.53292465209961,5.15715217590332,1.9686542749404907,9.78675651550293,47.29999923706055
2015-01-26,12.6899995803833,10.246465682983398,5.09560489654541,1.9546912908554077,9.588187217712402,47.189998626708984
2015-01-27,12.550000190734863,10.062837600708008,5.1814494132995605,1.8988442420959473,9.488899230957031,47.34000015258789
2015-01-28,12.180000305175781,9.695578575134277,5.231661796569824,1.8457876443862915,9.715840339660645,46.33000183105469
2015-01-29,12.84000015258789,9.695578575134277,5.3498992919921875,1.9128056764602661,9.347063064575195,46.380001068115234
2015-01-30,12.220000267028809,9.269561767578125,5.1960272789001465,1.8988442420959473,9.522941589355469,45.61000061035156
2015-02-02,11.75,9.401775360107422,5.335322380065918,1.9100130796432495,9.64492130279541,46.27000045776367
2015-02-03,11.649999618530273,10.062837600708008,5.293210506439209,1.831825613975525,10.093128204345703,47.63999938964844
2015-02-04,11.90999984741211,9.813103675842285,5.319124698638916,1.8122787475585938,9.999512672424316,47.77000045776367
2015-02-05,11.75,10.062837600708008,5.304547309875488,1.787146806716919,10.297371864318848,47.880001068115234
2015-02-06,10.949999809265137,10.540270805358887,5.293210506439209,1.7005823850631714,10.354105949401855,47.29999923706055
2015-02-09,10.6899995803833,10.760624885559082,5.301307678222656,1.6838271617889404,10.518634796142578,47.91999816894531
2015-02-10,10.819999694824219,10.6504487991333,5.440602779388428,1.7145438194274902,10.444880485534668,47.15999984741211
2015-02-11,10.449999809265137,10.687171936035156,5.401731491088867,1.6196019649505615,10.209433555603027,46.95000076293945
2015-02-12,10.9399995803833,10.687171936035156,5.340180397033691,1.6475262641906738,10.251984596252441,48.130001068115234
2015-02-13,10.800000190734863,10.944254875183105,5.254334926605225,1.7005823850631714,10.382473945617676,49.38999938964844
2015-02-18,10.869999885559082,10.760624885559082,5.247857570648193,1.7089588642120361,10.524311065673828,49.90999984741211
2015-02-19,10.800000190734863,10.760624885559082,5.34503698348999,1.775977611541748,10.510127067565918,49.79999923706055
2015-02-20,10.899999618530273,10.723899841308594,5.264054775238037,1.7731850147247314,10.26332950592041,49.84000015258789
2015-02-23,10.510000228881836,10.503545761108398,5.239759922027588,1.792731761932373,10.249144554138184,49.79999923706055
2015-02-24,10.869999885559082,10.540270805358887,5.264054775238037,1.842995524406433,10.368288040161133,50.40999984741211
2015-02-25,10.649999618530273,10.62106704711914,5.167494297027588,1.7983169555664062,10.396659851074219,50.36000061035156
2015-02-26,10.5,10.53292465209961,5.146302700042725,1.8374104499816895,10.280350685119629,50.310001373291016
2015-02-27,10.050000190734863,10.496199607849121,4.984919548034668,1.689412236213684,9.84349250793457,50.0099983215332
2015-03-02,9.65999984741211,10.40805721282959,5.066425800323486,1.6977897882461548,9.880485534667969,49.59000015258789
2015-03-03,9.640000343322754,10.356643676757812,5.167494297027588,1.641940951347351,9.863078117370605,49.83000183105469
2015-03-04,9.550000190734863,10.496199607849121,5.159343719482422,1.5497915744781494,9.718033790588379,49.06999969482422
2015-03-05,9.359999656677246,10.459473609924316,5.102287769317627,1.5330374240875244,9.918198585510254,48.95000076293945
2015-03-06,9.119999885559082,10.393365859985352,5.128370761871338,1.4883580207824707,9.770251274108887,48.54999923706055
2015-03-09,8.800000190734863,10.048147201538086,5.063166618347168,1.415755033493042,9.770251274108887,47.75
2015-03-10,8.630000114440918,10.209738731384277,5.004480361938477,1.4771888256072998,9.654212951660156,46.95000076293945
2015-03-11,9.34000015258789,10.173012733459473,5.074577331542969,1.466018557548523,9.654212951660156,47.52000045776367
2015-03-12,8.699999809265137,10.283191680908203,5.159343719482422,1.5358288288116455,9.776055335998535,47.45000076293945
2015-03-13,8.34000015258789,10.062837600708008,5.134891510009766,1.4688111543655396,9.58459186553955,47.209999084472656
2015-03-16,8.180000305175781,9.908588409423828,5.004480361938477,1.4241325855255127,9.674521446228027,47.380001068115234
2015-03-17,8.279999732971191,9.915933609008789,5.01915168762207,1.4073785543441772,9.601998329162598,48.91999816894531
2015-03-18,8.350000381469727,10.173012733459473,5.092507839202881,1.3934158086776733,9.935601234436035,50.099998474121094
2015-03-19,8.3100004196167,10.393365859985352,5.068057537078857,1.4213402271270752,10.03713321685791,49.54999923706055
2015-03-20,8.800000190734863,10.283191680908203,5.116959571838379,1.4269251823425293,10.00522518157959,50.31999969482422
2015-03-23,9.25,10.209738731384277,5.028931617736816,1.4269251823425293,10.15317153930664,50.43000030517578
2015-03-24,8.850000381469727,9.989386558532715,5.012633323669434,1.415755033493042,10.124159812927246,50.040000915527344
2015-03-25,8.670000076293945,10.466819763183594,5.062246799468994,1.39620840549469,10.14156723022461,50.290000915527344
2015-03-26,8.260000228881836,10.356643676757812,4.970707893371582,1.3906233310699463,10.15317153930664,49.11000061035156
2015-03-27,8.109999656677246,10.356643676757812,5.065513610839844,1.382246494293213,10.263404846191406,48.65999984741211
2015-03-30,8.210000038146973,9.960003852844238,5.204452037811279,1.4073785543441772,10.222793579101562,49.81999969482422
2015-03-31,7.820000171661377,10.393365859985352,5.1979146003723145,1.4213402271270752,10.675332069396973,49.5
2015-04-01,7.409999847412109,10.393365859985352,5.286182403564453,1.4632259607315063,10.414253234863281,50.79999923706055
2015-04-02,7.619999885559082,10.466819763183594,5.282912254333496,1.5358288288116455,10.70434284210205,51.5
2015-04-06,7.75,10.907527923583984,5.295988082885742,1.5330374240875244,10.70434284210205,52.099998474121094
2015-04-07,8.0,10.812039375305176,5.318873405456543,1.516282320022583,10.602808952331543,52.20000076293945
2015-04-08,8.15999984741211,11.458413124084473,5.312335014343262,1.4129633903503418,10.611512184143066,52.220001220703125
2015-04-09,7.940000057220459,11.928503036499023,5.243682861328125,1.399000883102417,10.544794082641602,52.27000045776367
2015-04-10,7.900000095367432,11.64204216003418,5.269834995269775,1.415755033493042,10.509984970092773,52.650001525878906
2015-04-13,7.829999923706055,11.82567024230957,5.260029315948486,1.4073785543441772,10.486773490905762,52.61000061035156
2015-04-14,8.40999984741211,11.899120330810547,5.312335014343262,1.4045860767364502,10.617317199707031,52.529998779296875
2015-04-15,8.369999885559082,11.957880973815918,5.305795192718506,1.415755033493042,10.646326065063477,53.25
2015-04-16,8.369999885559082,11.941484451293945,5.210991382598877,1.4520567655563354,10.385241508483887,53.029998779296875
2015-04-17,8.020000457763672,11.918784141540527,5.201183795928955,1.4325101375579834,10.475170135498047,52.45000076293945
2015-04-20,7.949999809265137,12.410670280456543,5.14233922958374,1.415755033493042,10.646326065063477,52.2400016784668
2015-04-22,8.0,13.016066551208496,5.116184234619141,1.4241325855255127,10.733352661132812,53.029998779296875
2015-04-23,8.149999618530273,13.235526084899902,5.145608425140381,1.4213402271270752,10.739154815673828,54.040000915527344
2015-04-24,8.229999542236328,13.916596412658691,5.204452037811279,1.4408868551254272,10.805875778198242,54.97999954223633
2015-04-27,8.380000114440918,13.810651779174805,5.181570053100586,1.4632259607315063,10.776862144470215,53.959999084472656
2015-04-28,8.09000015258789,13.470114707946777,5.132533073425293,1.4429396390914917,10.524487495422363,54.20000076293945
2015-04-29,7.78000020980835,13.129579544067383,5.181570053100586,1.4144229888916016,10.5012788772583,53.68000030517578
2015-04-30,7.599999904632568,13.1220121383667,5.243682861328125,1.4343845844268799,10.095154762268066,54.619998931884766
2015-05-04,7.960000038146973,13.318767547607422,5.426753997802734,1.4999722242355347,10.588306427001953,55.83000183105469
2015-05-05,8.149999618530273,13.205254554748535,5.495405673980713,1.5541540384292603,10.820377349853516,56.41999816894531
2015-05-06,7.980000019073486,13.167418479919434,5.43656063079834,1.58267080783844,10.979928016662598,55.43000030517578
2015-05-07,7.980000019073486,13.129579544067383,5.4463701248168945,1.5655611753463745,11.197497367858887,55.31999969482422
2015-05-08,7.739999771118164,13.069039344787598,5.524827003479004,1.4315327405929565,11.313533782958984,55.5
2015-05-11,7.670000076293945,12.834447860717773,5.564056873321533,1.422977328300476,11.058253288269043,55.52000045776367
2015-05-12,7.71999979019165,12.826879501342773,5.606553554534912,1.4201256036758423,11.035046577453613,55.18000030517578
2015-05-13,7.909999847412109,12.864717483520508,5.544441223144531,1.4144229888916016,10.948019027709961,54.77000045776367
2015-05-14,7.940000057220459,13.318767547607422,5.691552639007568,1.3630930185317993,11.182991981506348,55.06999969482422
2015-05-15,8.350000381469727,13.99227237701416,5.6621317863464355,1.385906457901001,11.307731628417969,55.59000015258789
2015-05-18,7.900000095367432,14.2268648147583,5.639246940612793,1.3744993209838867,11.339639663696289,54.4900016784668
2015-05-19,7.760000228881836,14.181459426879883,5.55751895904541,1.3488341569900513,11.313533782958984,53.93000030517578
2015-05-20,7.639999866485596,14.151189804077148,5.596748352050781,1.3174667358398438,10.965426445007324,53.34000015258789
2015-05-21,7.630000114440918,14.378214836120605,5.62290096282959,1.3231691122055054,11.238110542297363,53.54999923706055
2015-05-22,7.800000190734863,14.491724967956543,5.6555938720703125,1.3032078742980957,11.60362434387207,52.93000030517578
2015-05-25,7.71999979019165,14.378214836120605,5.799434661865234,1.2918018102645874,11.574614524841309,53.0
2015-05-26,7.630000114440918,14.302538871765137,5.596748352050781,1.2490261793136597,11.139477729797363,52.2400016784668
2015-05-27,7.630000114440918,14.045244216918945,5.685013294219971,1.2547296285629272,11.374451637268066,52.650001525878906
2015-05-28,7.840000152587891,14.41605281829834,5.62290096282959,1.2518779039382935,11.026341438293457,52.38999938964844
2015-05-29,7.789999961853027,14.756587028503418,5.590210437774658,1.22050940990448,10.788468360900879,51.349998474121094
2015-06-01,7.769999980926514,14.41605281829834,5.629440784454346,1.2319164276123047,11.197497367858887,51.459999084472656
2015-06-02,7.860000133514404,14.635507583618164,5.7700114250183105,1.211955189704895,11.504992485046387,52.619998931884766
2015-06-03,7.730000019073486,14.756587028503418,5.7700114250183105,1.1720311641693115,11.516596794128418,52.040000915527344
2015-06-05,7.849999904632568,14.590103149414062,5.84193229675293,1.1663286685943604,11.400561332702637,51.369998931884766
2015-06-08,7.610000133514404,14.158756256103516,5.828855037689209,1.1577736139297485,11.267117500305176,51.25
2015-06-09,7.5,13.924164772033691,5.897507667541504,1.1634769439697266,11.212000846862793,51.349998474121094
2015-06-10,7.650000095367432,14.037677764892578,5.933469295501709,1.1435152292251587,11.368651390075684,52.349998474121094
2015-06-11,7.639999866485596,13.99984073638916,5.998850345611572,1.1349602937698364,11.351243019104004,52.08000183105469
2015-06-12,7.78000020980835,13.712275505065918,5.926928997039795,1.114998698234558,11.24390983581543,51.72999954223633
2015-06-15,7.730000019073486,13.530655860900879,5.8844313621521,1.1064435243606567,10.75655746459961,51.630001068115234
2015-06-16,7.650000095367432,13.583629608154297,5.9825053215026855,1.1007399559020996,10.657927513122559,52.18000030517578
2015-06-17,7.659999847412109,13.470114707946777,6.0282721519470215,1.114998698234558,10.602808952331543,51.63999938964844
2015-06-18,7.639999866485596,13.734978675842285,6.051156997680664,1.0950373411178589,10.907405853271484,52.61000061035156
2015-06-19,7.739999771118164,13.871192932128906,6.12634801864624,1.1121468544006348,11.02054214477539,52.220001220703125
2015-06-22,7.630000114440918,13.75011157989502,6.208074569702148,1.1264047622680664,11.06695556640625,52.29999923706055
2015-06-23,7.610000133514404,13.621465682983398,6.155770301818848,1.0893336534500122,11.475984573364258,52.2599983215332
2015-06-24,7.659999847412109,13.621465682983398,6.161938667297363,1.0579653978347778,11.313533782958984,52.25
2015-06-25,7.460000038146973,13.356603622436523,6.256989002227783,1.0208930969238281,11.255514144897461,51.65999984741211
2015-06-26,7.75,13.810651779174805,6.29632043838501,1.0208930969238281,11.589118003845215,52.380001068115234
2015-06-29,7.349999904632568,13.659305572509766,6.214380741119385,1.0037835836410522,11.458577156066895,51.5099983215332
2015-06-30,7.369999885559082,14.2268648147583,6.230768203735352,1.006635308265686,11.313533782958984,51.459999084472656
2015-07-01,7.119999885559082,14.113351821899414,6.3848161697387695,0.9838221669197083,11.313533782958984,51.2400016784668
2015-07-02,6.889999866485596,13.99984073638916,6.414316177368164,0.95245361328125,11.391857147216797,51.52000045776367
2015-07-03,6.690000057220459,14.491724967956543,6.499533653259277,0.9267886281013489,11.316434860229492,50.88999938964844
2015-07-06,6.510000228881836,14.151189804077148,6.492977142333984,0.9096790552139282,11.212000846862793,50.650001525878906
2015-07-07,6.230000019073486,13.99984073638916,6.555253982543945,0.8868658542633057,11.130776405334473,50.72999954223633
2015-07-08,6.199999809265137,13.833355903625488,6.479867458343506,0.8497937321662903,10.875494956970215,50.220001220703125
2015-07-10,6.050000190734863,14.075514793395996,6.420872211456299,0.8640527129173279,10.890002250671387,51.0
2015-07-13,6.980000019073486,14.385782241821289,6.4438157081604,0.8412395119667053,10.965426445007324,51.5
2015-07-14,6.940000057220459,15.021449089050293,6.473313808441162,0.8326840996742249,11.09886646270752,51.70000076293945
2015-07-15,7.03000020980835,14.983613967895508,6.470035076141357,0.7899094820022583,10.826181411743164,51.36000061035156
2015-07-16,6.900000095367432,15.097124099731445,6.486424446105957,0.7528373599052429,10.808775901794434,51.52000045776367
2015-07-17,6.630000114440918,14.94577693939209,6.4339823722839355,0.7271724343299866,10.684038162231445,50.7599983215332
2015-07-20,6.150000095367432,14.983613967895508,6.42414665222168,0.6958048939704895,10.588306427001953,50.11000061035156
2015-07-21,6.090000152587891,14.94577693939209,6.486424446105957,0.7984638214111328,10.570900917053223,49.93000030517578
2015-07-22,5.880000114440918,14.52199649810791,6.522477149963379,0.8697562217712402,10.524487495422363,49.36000061035156
2015-07-23,5.630000114440918,14.302538871765137,6.483145713806152,1.0208930969238281,10.469367980957031,48.2400016784668
2015-07-24,5.619999885559082,14.2268648147583,6.535587310791016,0.8669044375419617,10.196684837341309,47.779998779296875
2015-07-27,6.090000152587891,14.037677764892578,6.440537929534912,0.7956130504608154,10.095154762268066,47.349998474121094
2015-07-28,5.800000190734863,13.69714069366455,6.227490425109863,0.8155744671821594,10.118363380432129,48.18000030517578
2015-07-29,5.760000228881836,13.99227237701416,6.021081447601318,0.7842059135437012,10.03713321685791,48.7400016784668
2015-07-30,5.760000228881836,13.613900184631348,6.014498710632324,0.7813541293144226,9.96461009979248,48.43000030517578
2015-07-31,5.679999828338623,14.151189804077148,6.159344673156738,1.0237449407577515,10.37073802947998,49.369998931884766
2015-08-03,5.760000228881836,13.659305572509766,6.179098606109619,0.95245361328125,10.164775848388672,48.689998626708984
2015-08-04,5.670000076293945,13.621465682983398,6.2745680809021,0.9809703826904297,10.287046432495117,48.59000015258789
2015-08-05,5.690000057220459,13.848490715026855,6.14617919921875,0.9324921369552612,10.26080322265625,48.779998779296875
2015-08-06,5.599999904632568,13.54578971862793,6.080338478088379,0.892569363117218,10.050864219665527,48.540000915527344
2015-08-07,5.349999904632568,13.621465682983398,5.991453170776367,0.8640527129173279,9.800104141235352,47.04999923706055
2015-08-10,5.269999980926514,13.621465682983398,6.090214252471924,0.8669044375419617,9.91382122039795,47.880001068115234
2015-08-11,5.539999961853027,13.394440650939941,6.093507289886475,0.892569363117218,9.855502128601074,48.150001525878906
2015-08-12,5.46999979019165,13.394440650939941,5.895987510681152,0.8497937321662903,9.552258491516113,46.939998626708984
2015-08-13,5.409999847412109,13.318767547607422,5.876232147216797,0.821277916431427,9.362730026245117,46.5099983215332
